"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","AFG","Afghanistan","","1030","1030","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1985","1985","","EMR","Eastern Mediterranean","","WB_HI","High-income","","BHR","Bahrain","","9630","9630","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1983","1983","","EMR","Eastern Mediterranean","","WB_HI","High-income","","BHR","Bahrain","","9910","9910","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1991","1991","","EMR","Eastern Mediterranean","","WB_HI","High-income","","BHR","Bahrain","","15060","15060","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1994","1994","","EMR","Eastern Mediterranean","","WB_HI","High-income","","BHR","Bahrain","","16500","16500","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1998","1998","","EMR","Eastern Mediterranean","","WB_HI","High-income","","BHR","Bahrain","","18660","18660","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","WB_HI","High-income","","BHR","Bahrain","","18910","18910","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","WB_HI","High-income","","BHR","Bahrain","","22420","22420","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","WB_HI","High-income","","BHR","Bahrain","","23150","23150","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2001","2001","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","DJI","Djibouti","","1660","1660","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2002","2002","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","DJI","Djibouti","","1710","1710","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2003","2003","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","DJI","Djibouti","","1880","1880","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","DJI","Djibouti","","2100","2100","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1986","1986","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","EGY","Egypt","","1690","1690","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1988","1988","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","EGY","Egypt","","2060","2060","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","EGY","Egypt","","2920","2920","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1997","1997","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","EGY","Egypt","","3280","3280","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2002","2002","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","EGY","Egypt","","4020","4020","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","EGY","Egypt","","4370","4370","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","EGY","Egypt","","5210","5210","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","EGY","Egypt","","6300","6300","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRN","Iran (Islamic Republic of)","","3450","3450","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1984","1984","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRN","Iran (Islamic Republic of)","","4350","4350","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1985","1985","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRN","Iran (Islamic Republic of)","","4390","4390","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1992","1992","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRN","Iran (Islamic Republic of)","","5270","5270","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1996","1996","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRN","Iran (Islamic Republic of)","","5810","5810","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1998","1998","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRN","Iran (Islamic Republic of)","","6170","6170","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2003","2003","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRN","Iran (Islamic Republic of)","","7900","7900","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRN","Iran (Islamic Republic of)","","9010","9010","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRQ","Iraq","","3000","3000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","IRQ","Iraq","","3240","3240","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","JOR","Jordan","","1920","1920","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","JOR","Jordan","","2130","2130","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","JOR","Jordan","","2270","2270","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1993","1993","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","JOR","Jordan","","2510","2510","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1988","1988","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","JOR","Jordan","","2600","2600","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1998","1998","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","JOR","Jordan","","2930","2930","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","JOR","Jordan","","3230","3230","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","JOR","Jordan","","5330","5330","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","JOR","Jordan","","5750","5750","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1985","1985","","EMR","Eastern Mediterranean","","WB_HI","High-income","","KWT","Kuwait","","19020","19020","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1984","1984","","EMR","Eastern Mediterranean","","WB_HI","High-income","","KWT","Kuwait","","20410","20410","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2002","2002","","EMR","Eastern Mediterranean","","WB_HI","High-income","","KWT","Kuwait","","37900","37900","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1999","1999","","EMR","Eastern Mediterranean","","WB_HI","High-income","","KWT","Kuwait","","39810","39810","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","WB_HI","High-income","","KWT","Kuwait","","47770","47770","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_HI","High-income","","KWT","Kuwait","","49060","49060","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1989","1989","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","4390","4390","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1991","1991","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","6910","6910","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2002","2002","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","8710","8710","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1999","1999","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","8890","8890","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","11070","11070","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","12680","12680","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2003","2003","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBY","Libya","","12530","12530","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBY","Libya","","14360","14360","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1982","1982","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","1290","1290","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1984","1984","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","1350","1350","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1993","1993","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","1950","1950","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1991","1991","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","2040","2040","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1998","1998","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","2460","2460","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","2530","2530","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","4020","4020","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","MAR","Morocco","","4410","4410","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1983","1983","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","7400","7400","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1987","1987","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","9200","9200","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1989","1989","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","10730","10730","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1992","1992","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","11910","11910","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1999","1999","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","15640","15640","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2002","2002","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","18070","18070","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","25090","25090","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","WB_HI","High-income","","OMN","Oman","","25800","25800","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1984","1984","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","PAK","Pakistan","","920","920","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1985","1985","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","PAK","Pakistan","","970","970","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1993","1993","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","PAK","Pakistan","","1370","1370","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","PAK","Pakistan","","1480","1480","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2002","2002","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","PAK","Pakistan","","1740","1740","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","PAK","Pakistan","","2020","2020","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","PAK","Pakistan","","2600","2600","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2011","2011","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","PAK","Pakistan","","2750","2750","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_HI","High-income","","QAT","Qatar","","72840","72840","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1987","1987","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","13110","13110","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1989","1989","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","13950","13950","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1991","1991","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","15820","15820","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1993","1993","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","16000","16000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1997","1997","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","17010","17010","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1999","1999","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","17320","17320","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1998","1998","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","17520","17520","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","21050","21050","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","WB_HI","High-income","","SAU","Saudi Arabia","","23690","23690","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1985","1985","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","550","550","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1984","1984","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","590","590","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","660","660","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1989","1989","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","720","720","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1993","1993","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","770","770","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1998","1998","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","1020","1020","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","1070","1070","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","1730","1730","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","1770","1770","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SYR","Syrian Arab Republic","","1900","1900","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1984","1984","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SYR","Syrian Arab Republic","","1940","1940","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1988","1988","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SYR","Syrian Arab Republic","","2130","2130","","",""
