"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1986","1986","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","3920","3920","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1985","1985","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","3930","3930","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1994","1994","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","4020","4020","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1989","1989","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","4040","4040","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2004","2004","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","6230","6230","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2005","2005","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","6690","6690","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2006","2006","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","6950","6950","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2007","2007","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","7440","7440","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1985","1985","","AFR","Africa","","WB_LMI","Lower-middle-income","","AGO","Angola","","1690","1690","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1986","1986","","AFR","Africa","","WB_LMI","Lower-middle-income","","AGO","Angola","","1730","1730","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LMI","Lower-middle-income","","AGO","Angola","","1760","1760","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1991","1991","","AFR","Africa","","WB_LMI","Lower-middle-income","","AGO","Angola","","1760","1760","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2009","2009","","AFR","Africa","","WB_LMI","Lower-middle-income","","AGO","Angola","","4990","4990","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2010","2010","","AFR","Africa","","WB_LMI","Lower-middle-income","","AGO","Angola","","5000","5000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2011","2011","","AFR","Africa","","WB_LMI","Lower-middle-income","","AGO","Angola","","5040","5040","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LMI","Lower-middle-income","","AGO","Angola","","5400","5400","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","520","520","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1993","1993","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","860","860","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1994","1994","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","870","870","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1995","1995","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","910","910","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1996","1996","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","930","930","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2010","2010","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","1440","1440","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2011","2011","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","1480","1480","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","BEN","Benin","","1550","1550","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","1800","1800","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1993","1993","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","6870","6870","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1995","1995","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","7000","7000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1996","1996","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","7040","7040","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1997","1997","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","7750","7750","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2010","2010","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","13710","13710","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2011","2011","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","15270","15270","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","16060","16060","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LI","Low-income","","BFA","Burkina Faso","","310","310","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1994","1994","","AFR","Africa","","WB_LI","Low-income","","BFA","Burkina Faso","","580","580","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1995","1995","","AFR","Africa","","WB_LI","Low-income","","BFA","Burkina Faso","","610","610","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1996","1996","","AFR","Africa","","WB_LI","Low-income","","BFA","Burkina Faso","","680","680","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1997","1997","","AFR","Africa","","WB_LI","Low-income","","BFA","Burkina Faso","","710","710","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2011","2011","","AFR","Africa","","WB_LI","Low-income","","BFA","Burkina Faso","","1370","1370","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","BFA","Burkina Faso","","1490","1490","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","290","290","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","350","350","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1987","1987","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","440","440","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1995","1995","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","440","440","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2002","2002","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","440","440","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2004","2004","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","440","440","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2005","2005","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","450","450","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2011","2011","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","530","530","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","BDI","Burundi","","550","550","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LMI","Lower-middle-income","","CMR","Cameroon","","820","820","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","AFR","Africa","","WB_LMI","Lower-middle-income","","CMR","Cameroon","","1110","1110","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1984","1984","","AFR","Africa","","WB_LMI","Lower-middle-income","","CMR","Cameroon","","1530","1530","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2001","2001","","AFR","Africa","","WB_LMI","Lower-middle-income","","CMR","Cameroon","","1570","1570","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1989","1989","","AFR","Africa","","WB_LMI","Lower-middle-income","","CMR","Cameroon","","1580","1580","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1988","1988","","AFR","Africa","","WB_LMI","Lower-middle-income","","CMR","Cameroon","","1630","1630","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LMI","Lower-middle-income","","CMR","Cameroon","","2270","2270","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LMI","Lower-middle-income","","CPV","Cabo Verde","","340","340","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","AFR","Africa","","WB_LMI","Lower-middle-income","","CPV","Cabo Verde","","410","410","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1982","1982","","AFR","Africa","","WB_LMI","Lower-middle-income","","CPV","Cabo Verde","","420","420","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1995","1995","","AFR","Africa","","WB_LMI","Lower-middle-income","","CPV","Cabo Verde","","1220","1220","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1996","1996","","AFR","Africa","","WB_LMI","Lower-middle-income","","CPV","Cabo Verde","","1350","1350","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1997","1997","","AFR","Africa","","WB_LMI","Lower-middle-income","","CPV","Cabo Verde","","1490","1490","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1998","1998","","AFR","Africa","","WB_LMI","Lower-middle-income","","CPV","Cabo Verde","","1660","1660","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LMI","Lower-middle-income","","CPV","Cabo Verde","","4930","4930","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LI","Low-income","","CAF","Central African Republic","","420","420","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","AFR","Africa","","WB_LI","Low-income","","CAF","Central African Republic","","440","440","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1983","1983","","AFR","Africa","","WB_LI","Low-income","","CAF","Central African Republic","","450","450","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1995","1995","","AFR","Africa","","WB_LI","Low-income","","CAF","Central African Republic","","570","570","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1997","1997","","AFR","Africa","","WB_LI","Low-income","","CAF","Central African Republic","","570","570","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1998","1998","","AFR","Africa","","WB_LI","Low-income","","CAF","Central African Republic","","590","590","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","CAF","Central African Republic","","590","590","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","CAF","Central African Republic","","1080","1080","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","400","400","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","430","430","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1982","1982","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","480","480","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1983","1983","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","560","560","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","820","820","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1997","1997","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","830","830","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1999","1999","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","850","850","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1998","1998","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","870","870","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","610","610","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","670","670","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1982","1982","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","740","740","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1983","1983","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","780","780","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1997","1997","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","980","980","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1999","1999","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","980","980","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1993","1993","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","1000","1000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","1000","1000","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","COD","Democratic Republic of the Congo","","220","220","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2001","2001","","AFR","Africa","","WB_LI","Low-income","","COD","Democratic Republic of the Congo","","220","220","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2002","2002","","AFR","Africa","","WB_LI","Low-income","","COD","Democratic Republic of the Congo","","230","230","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1999","1999","","AFR","Africa","","WB_LI","Low-income","","COD","Democratic Republic of the Congo","","240","240","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2010","2010","","AFR","Africa","","WB_LI","Low-income","","COD","Democratic Republic of the Congo","","340","340","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1992","1992","","AFR","Africa","","WB_LI","Low-income","","COD","Democratic Republic of the Congo","","350","350","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2011","2011","","AFR","Africa","","WB_LI","Low-income","","COD","Democratic Republic of the Congo","","360","360","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LI","Low-income","","COD","Democratic Republic of the Congo","","380","380","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1995","1995","","AFR","Africa","","WB_LMI","Lower-middle-income","","COG","Congo","","1520","1520","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1996","1996","","AFR","Africa","","WB_LMI","Lower-middle-income","","COG","Congo","","1550","1550","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1981","1981","","AFR","Africa","","WB_LMI","Lower-middle-income","","COG","Congo","","1680","1680","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1999","1999","","AFR","Africa","","WB_LMI","Lower-middle-income","","COG","Congo","","1820","1820","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2003","2003","","AFR","Africa","","WB_LMI","Lower-middle-income","","COG","Congo","","2220","2220","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1983","1983","","AFR","Africa","","WB_LMI","Lower-middle-income","","COG","Congo","","2230","2230","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1991","1991","","AFR","Africa","","WB_LMI","Lower-middle-income","","COG","Congo","","2230","2230","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2005","2005","","AFR","Africa","","WB_LMI","Lower-middle-income","","COG","Congo","","2230","2230","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","2006","2006","","AFR","Africa","","WB_LMI","Lower-middle-income","","COG","Congo","","2370","2370","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1993","1993","","AFR","Africa","","WB_LMI","Lower-middle-income","","CIV","C?te d'Ivoire","","1230","1230","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1980","1980","","AFR","Africa","","WB_LMI","Lower-middle-income","","CIV","C?te d'Ivoire","","1240","1240","","",""
"WHS9_93","Gross national income per capita (PPP int. $)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=94","PUBLISHED","Published","","1983","1983","","AFR","Africa","","WB_LMI","Lower-middle-income","","CIV","C?te d'Ivoire","","1240","1240","","",""
